1,0.06442904472351074,
2,0.05249309539794922,
3,0.03986191749572754,
4,0.028567075729370117,
5,0.04510807991027832,
6,0.038002967834472656,
7,0.04366302490234375,
8,0.04313397407531738,
9,0.03897595405578613,
10,0.04089617729187012,
11,0.0310060977935791,
12,0.0331270694732666,
13,0.02978801727294922,
14,0.03455996513366699,
15,0.030876874923706055,
16,0.03438615798950195,
17,0.03283119201660156,
18,0.035266876220703125,
19,0.03260612487792969,
20,0.036843061447143555,
21,0.035572052001953125,
22,0.037590980529785156,
23,0.03834199905395508,
24,0.038587093353271484,
25,0.04001903533935547,
26,0.04218792915344238,
27,0.0405888557434082,
28,0.0417790412902832,
29,0.043684959411621094,
30,0.04464888572692871,
31,0.044039011001586914,
32,0.045126914978027344,
33,0.04515385627746582,
34,0.04468798637390137,
35,0.045368194580078125,
36,0.0466001033782959,
37,0.047361135482788086,
38,0.0494379997253418,
39,0.05009794235229492,
40,0.04888010025024414,
41,0.050813913345336914,
42,0.05098986625671387,
43,0.05593514442443848,
44,0.05284690856933594,
45,0.052015066146850586,
46,0.05335211753845215,
47,0.05338406562805176,
48,0.05474114418029785,
49,0.055155038833618164,
50,0.055830955505371094,
